Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Datetime,,,,,,,,,,,,,,,
2026-03-02 14:30:00+00:00,263.80999755859375,304.4800109863281,398.57000732421875,264.3399963378906,306.1415100097656,399.67999267578125,260.20001220703125,301.05999755859375,390.6300048828125,262.44000244140625,302.92999267578125,392.760009765625,9648357,4790967,9561349
2026-03-02 15:30:00+00:00,264.3599853515625,304.45001220703125,397.08599853515625,265.0299987792969,305.7300109863281,400.1300048828125,262.0,303.8500061035156,396.8800048828125,263.82000732421875,304.4750061035156,398.5799865722656,439306,77857,0
2026-03-02 16:30:00+00:00,266.0,307.55010986328125,400.20001220703125,266.20001220703125,307.7200012207031,401.19000244140625,264.0,304.44000244140625,396.3100891113281,264.3599853515625,304.4700012207031,397.1000061035156,2203439,1052911,2022978
2026-03-02 17:30:00+00:00,265.5,306.614990234375,400.2900085449219,266.2900085449219,308.1400146484375,400.70001220703125,265.25,306.1300048828125,399.4100036621094,265.9949951171875,307.5201110839844,400.20001220703125,1644931,808737,1328942
2026-03-02 18:30:00+00:00,266.05999755859375,307.2300109863281,399.8500061035156,266.1499938964844,307.2900085449219,400.69000244140625,264.3599853515625,305.57000732421875,398.5,265.52801513671875,306.6300048828125,400.30999755859375,6993135,912882,1298805
2026-03-02 19:30:00+00:00,264.30999755859375,305.31988525390625,397.239990234375,266.5299987792969,307.760009765625,399.9642028808594,264.1400146484375,305.2099914550781,397.20001220703125,266.0450134277344,307.25,399.8800048828125,0,1227615,1663185
2026-03-02 20:30:00+00:00,264.6000061035156,306.1600036621094,398.3900146484375,265.54998779296875,306.8900146484375,398.8800048828125,263.6099853515625,304.9100036621094,396.6199951171875,264.31500244140625,305.2699890136719,397.260009765625,3945882,1647993,2257239
2026-03-03 14:30:00+00:00,262.260009765625,297.3500061035156,393.7601013183594,265.55999755859375,301.6300048828125,399.17999267578125,261.2200012207031,296.69940185546875,392.67999267578125,263.4800109863281,298.1919860839844,393.1400146484375,8047558,6059628,6946583
