Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Datetime,,,,,,,,,,,,,,,
2026-01-05 14:30:00+00:00,269.80999755859375,317.92999267578125,473.06988525390625,271.3599853515625,319.25,474.29998779296875,267.8599853515625,315.6499938964844,469.510009765625,270.7149963378906,317.7099914550781,473.95001220703125,7189336,3715257,4126530
2026-01-05 15:30:00+00:00,268.7900085449219,317.19000244140625,474.17999267578125,270.2200012207031,318.1300048828125,474.29998779296875,268.70001220703125,316.69000244140625,471.80999755859375,269.79998779296875,317.9599914550781,473.07000732421875,3119976,1519630,2038527
2026-01-05 16:30:00+00:00,266.9700012207031,315.55999755859375,475.3999938964844,268.8500061035156,317.6000061035156,476.0528869628906,266.9200134277344,315.2489929199219,474.12689208984375,268.7799987792969,317.17999267578125,474.1600036621094,3085098,1649636,1581258
2026-01-05 17:30:00+00:00,267.4200134277344,317.5375061035156,474.82501220703125,267.8900146484375,317.8599853515625,475.9599914550781,266.7701110839844,315.45001220703125,473.739990234375,266.989990234375,315.5400085449219,475.4049987792969,2496455,1066655,1394687
2026-01-05 18:30:00+00:00,266.2698974609375,316.7101135253906,474.7200012207031,267.6650085449219,317.7799072265625,475.9200134277344,266.1400146484375,316.7101135253906,474.57000732421875,267.4100036621094,317.6199951171875,474.8299865722656,2514491,1011639,1242072
2026-01-05 19:30:00+00:00,267.0190124511719,316.25,473.7049865722656,267.0400085449219,316.8999938964844,474.8500061035156,266.20001220703125,316.0199890136719,473.3999938964844,266.2699890136719,316.70001220703125,474.69000244140625,2686552,1102827,1515580
2026-01-05 20:30:00+00:00,267.260009765625,317.3800048828125,472.9200134277344,267.739990234375,317.4200134277344,474.5,266.45001220703125,316.19500732421875,472.0400085449219,267.0299987792969,316.2149963378906,473.7124938964844,2894622,1186809,1899395
2026-01-06 14:30:00+00:00,264.0299987792969,314.9100036621094,471.69500732421875,267.00799560546875,321.55999755859375,473.95001220703125,263.0299987792969,314.44500732421875,469.75,267.00799560546875,317.30999755859375,473.7200012207031,8140729,2890980,3045187
