Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Datetime,,,,,,,,,,,,,,,
2026-02-13 14:30:00+00:00,260.5950012207031,307.5,403.8949890136719,262.2300109863281,308.8900146484375,405.5400085449219,258.79998779296875,303.8999938964844,400.3299865722656,262.010009765625,308.1199951171875,404.1700134277344,9803254,4399603,5827870
2026-02-13 15:30:00+00:00,259.2875061035156,306.0,399.6600036621094,261.489990234375,308.0350036621094,404.94000244140625,258.3699951171875,304.8901062011719,398.05999755859375,260.5799865722656,307.5350036621094,403.8500061035156,3397399,1835926,3912748
2026-02-13 16:30:00+00:00,259.5899963378906,307.2300109863281,403.8500061035156,260.2099914550781,307.54998779296875,404.0350036621094,258.6000061035156,305.5799865722656,399.25,259.2984924316406,305.989990234375,399.6499938964844,2315506,1236144,2480401
2026-02-13 17:30:00+00:00,258.9100036621094,307.9599914550781,404.55499267578125,260.2699890136719,308.2099914550781,404.8999938964844,258.7699890136719,306.3500061035156,402.8599853515625,259.5899963378906,307.260009765625,403.8550109863281,2742312,1018826,1604118
2026-02-13 18:30:00+00:00,258.4599914550781,307.9100036621094,403.0299987792969,259.30999755859375,308.20001220703125,404.875,258.2799987792969,307.1600036621094,402.9100036621094,258.94000244140625,308.010009765625,404.5400085449219,2401615,880560,1240710
2026-02-13 19:30:00+00:00,255.91000366210938,304.9800109863281,400.7304992675781,258.7300109863281,308.1300048828125,403.6600036621094,255.8173065185547,304.9100036621094,400.5400085449219,258.4800109863281,307.8699951171875,402.9949951171875,3979292,1008526,1649102
2026-02-13 20:30:00+00:00,255.82000732421875,306.0199890136719,401.1600036621094,256.6600036621094,306.5199890136719,401.79998779296875,255.4499969482422,304.9200134277344,400.0799865722656,255.91000366210938,304.9700012207031,400.7200012207031,6720926,6289520,1977210
2026-02-17 14:30:00+00:00,259.6400146484375,298.2799987792969,396.8999938964844,261.3900146484375,304.82000732421875,400.05999755859375,255.55299377441406,297.6700134277344,394.5249938964844,258.04998779296875,300.6499938964844,399.2550048828125,8096132,5108063,5274324
