Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Datetime,,,,,,,,,,,,,,,
2025-12-08 14:30:00+00:00,277.55999755859375,317.95001220703125,489.07720947265625,279.6693115234375,321.2300109863281,490.5199890136719,277.45001220703125,317.6600036621094,484.3800048828125,278.1684875488281,320.8800048828125,484.885009765625,6285926,3758988,3442595
2025-12-08 15:30:00+00:00,277.4599914550781,315.869384765625,491.489990234375,277.8800048828125,317.8999938964844,492.29998779296875,276.7049865722656,315.6199951171875,488.3900146484375,277.54998779296875,317.8999938964844,489.07501220703125,3326326,2078465,1631887
2025-12-08 16:30:00+00:00,277.2300109863281,313.0199890136719,490.6400146484375,277.8190002441406,316.1600036621094,491.6400146484375,277.0000915527344,311.9100036621094,490.5199890136719,277.4700012207031,315.8200988769531,491.5299987792969,1896481,2665657,1057622
2025-12-08 17:30:00+00:00,276.9700012207031,312.8323974609375,490.8905029296875,277.84991455078125,313.989990234375,492.05999755859375,276.8699951171875,312.19000244140625,490.1000061035156,277.2099914550781,313.0436096191406,490.656005859375,1999024,1384447,1131610
2025-12-08 18:30:00+00:00,276.3599853515625,313.6099853515625,490.3900146484375,276.9494934082031,314.2698974609375,491.0474853515625,276.20001220703125,312.7049865722656,489.3800964355469,276.9494934082031,312.8599853515625,490.80999755859375,1825108,1098322,857571
2025-12-08 19:30:00+00:00,276.92498779296875,313.2699890136719,489.8949890136719,276.9700012207031,314.06500244140625,490.3599853515625,276.1499938964844,312.8399963378906,489.31170654296875,276.3699951171875,313.5950012207031,490.3599853515625,2861661,1012658,1078837
2025-12-08 20:30:00+00:00,277.9599914550781,314.2900085449219,491.1199951171875,277.9849853515625,314.57000732421875,491.20001220703125,276.6600036621094,312.6400146484375,488.9700012207031,276.92999267578125,313.2650146484375,489.8900146484375,2613900,6086234,1521777
2025-12-09 14:30:00+00:00,277.70001220703125,314.1424865722656,490.4700012207031,280.0299987792969,314.5715026855469,491.94000244140625,277.3500061035156,312.6199951171875,488.5000915527344,277.8900146484375,314.45001220703125,491.0199890136719,5341504,2063287,2206572
