Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA
Datetime,,,,,,,,,,,,,,,,,,,,
2025-11-03 14:30:00+00:00,267.6300048828125,283.1099853515625,519.4600219726562,207.7949981689453,270.7799987792969,283.3500061035156,524.9600219726562,209.4499969482422,266.25,280.375,519.3099975585938,206.8000030517578,270.4200134277344,282.4700012207031,519.8049926757812,208.05499267578125,10223517,4971493,4259658,31975951
2025-11-03 15:30:00+00:00,266.6400146484375,282.94000244140625,518.6699829101562,207.9149932861328,268.2799987792969,283.8800048828125,520.3900146484375,208.5399932861328,266.5,281.80999755859375,518.3900146484375,207.02999877929688,267.6400146484375,283.0799865722656,519.4099731445312,207.7949981689453,3102546,1577709,1356149,13106502
2025-11-03 16:30:00+00:00,267.5350036621094,282.8399963378906,518.6400146484375,209.4199981689453,268.1499938964844,284.1000061035156,520.4400024414062,209.88999938964844,266.5223083496094,282.739990234375,517.77001953125,207.6999969482422,266.659912109375,282.9700012207031,518.6500244140625,207.91000366210938,2821699,1006362,1144711,13815297
2025-11-03 17:30:00+00:00,267.6780090332031,282.7099914550781,517.4450073242188,210.95989990234375,268.0,283.67999267578125,519.7999877929688,211.3350067138672,267.25,282.3450012207031,517.26171875,209.38999938964844,267.5199890136719,282.75,518.6400756835938,209.4199981689453,2034109,897827,1062423,17314585
2025-11-03 18:30:00+00:00,267.30999755859375,283.29998779296875,516.2150268554688,207.7050018310547,268.6199951171875,283.875,517.8900146484375,211.0500030517578,267.30999755859375,282.56500244140625,516.0,207.5,267.70989990234375,282.7049865722656,517.4600219726562,210.9550018310547,2075268,1014491,1128633,17239185
2025-11-03 19:30:00+00:00,267.6199951171875,285.1099853515625,515.4400024414062,207.0749969482422,267.7900085449219,285.94000244140625,516.8800048828125,208.42999267578125,266.9100036621094,283.2900085449219,515.4199829101562,206.8300018310547,267.32000732421875,283.29998779296875,516.2000122070312,207.69000244140625,2243434,1353842,1455877,15544676
2025-11-03 20:30:00+00:00,269.05999755859375,284.25,517.0700073242188,207.0,269.1099853515625,285.1679992675781,517.1199951171875,207.38999938964844,267.4599914550781,283.6499938964844,514.5900268554688,206.3300018310547,267.6300048828125,285.1400146484375,515.4400024414062,207.0800018310547,3383138,1168232,1804953,54948566
2025-11-04 14:30:00+00:00,268.42999267578125,280.2699890136719,514.6300048828125,201.6595001220703,269.5899963378906,281.07501220703125,515.0900268554688,203.9698944091797,267.614990234375,276.875,507.8399963378906,200.89999389648438,268.24249267578125,277.07000732421875,511.8299865722656,202.94500732421875,9645778,3778209,3452262,31537039
2025-11-04 15:30:00+00:00,270.6099853515625,279.3760986328125,513.3200073242188,201.85000610351562,271.0,281.8335876464844,515.5499877929688,202.39999389648438,267.7099914550781,279.13739013671875,513.239990234375,200.92410278320312,268.42999267578125,280.2204895019531,514.5850219726562,201.64500427246094,3278354,1285824,1261718,17357235
2025-11-04 16:30:00+00:00,270.010009765625,278.25,512.469970703125,200.97500610351562,271.4859924316406,279.54998779296875,513.9400024414062,202.3000030517578,268.9800109863281,277.5924987792969,511.75,199.8000030517578,270.6400146484375,279.2300109863281,513.280029296875,201.85000610351562,3846826,1038904,1044561,15379806
2025-11-04 17:30:00+00:00,270.6383972167969,277.45001220703125,510.239990234375,199.82510375976562,270.92999267578125,278.4100036621094,513.0700073242188,201.24000549316406,269.8900146484375,277.2699890136719,509.92999267578125,199.8000030517578,270.0050048828125,278.239990234375,512.4401245117188,200.97760009765625,2072453,932536,1003815,10260122
2025-11-04 18:30:00+00:00,270.5104064941406,278.67999267578125,512.3400268554688,200.19000244140625,270.82000732421875,279.1700134277344,513.02001953125,200.85000610351562,269.8699951171875,277.3599853515625,510.2200012207031,199.20010375976562,270.6099853515625,277.4682922363281,510.25,199.82000732421875,2562532,964787,960243,12554670
2025-11-04 19:30:00+00:00,270.09051513671875,277.8599853515625,513.7550048828125,199.88499450683594,270.6099853515625,278.7099914550781,514.02001953125,200.22999572753906,269.28271484375,277.3399963378906,511.4100036621094,198.5800018310547,270.5299987792969,278.6650085449219,512.3400268554688,200.17999267578125,2594188,968618,1131231,13670302
2025-11-04 20:30:00+00:00,270.2099914550781,278.05999755859375,514.77001953125,198.5399932861328,270.4049987792969,278.32879638671875,514.989990234375,200.25999450683594,269.5,276.8689880371094,513.4000244140625,197.92999267578125,270.1000061035156,277.8500061035156,513.760009765625,199.88999938964844,3522361,1520028,2191645,13531541
2025-11-05 14:30:00+00:00,269.0101013183594,283.7087097167969,514.25,200.6300048828125,269.58990478515625,285.41180419921875,514.8300170898438,201.02000427246094,266.92999267578125,277.8800048828125,511.1099853515625,196.97999572753906,268.5899963378906,279.3800048828125,513.3200073242188,198.72000122070312,7995553,3637033,2532951,29256410
2025-11-05 15:30:00+00:00,270.2900085449219,283.9800109863281,510.1000061035156,202.33999633789062,270.3800048828125,284.82501220703125,514.3150024414062,202.9199981689453,268.760009765625,282.6600036621094,508.760009765625,200.33999633789062,268.989990234375,283.69500732421875,514.280029296875,200.63009643554688,2169435,1199056,1818451,15957621
2025-11-05 16:30:00+00:00,269.9700012207031,283.5299987792969,508.7300109863281,201.27000427246094,270.4700012207031,285.30499267578125,510.1000061035156,202.39999389648438,269.5,283.32501220703125,508.2200012207031,201.13999938964844,270.2799987792969,284.0,510.04998779296875,202.34010314941406,1631841,1146936,1649556,9158713
2025-11-05 17:30:00+00:00,270.1199951171875,283.864013671875,508.8450012207031,200.9499969482422,270.7900085449219,283.9547119140625,509.6300048828125,201.8000030517578,269.92999267578125,283.1099853515625,508.2681884765625,200.67999267578125,269.9700012207031,283.5799865722656,508.7598876953125,201.27499389648438,1426592,816093,1161479,7174505
2025-11-05 18:30:00+00:00,270.42999267578125,284.4200134277344,508.42999267578125,201.03500366210938,271.70001220703125,286.67999267578125,509.55999755859375,202.27499389648438,269.7699890136719,283.3294982910156,507.7793884277344,200.82000732421875,270.1099853515625,283.885009765625,508.8399963378906,200.9499969482422,2651761,1827084,1249553,8374576
2025-11-05 19:30:00+00:00,269.6000061035156,284.4100036621094,507.80499267578125,199.5301055908203,271.5,284.81939697265625,508.4599914550781,201.52999877929688,269.5299987792969,283.4599914550781,507.5400085449219,199.14999389648438,270.4100036621094,284.3900146484375,508.4117126464844,201.0399932861328,2282746,1022565,1484425,9942383
2025-11-05 20:30:00+00:00,270.1099853515625,284.7799987792969,506.989990234375,195.1699981689453,270.3999938964844,285.3900146484375,508.1499938964844,199.53500366210938,268.9949951171875,284.385009765625,506.6050109863281,194.97000122070312,269.6099853515625,284.42999267578125,507.82000732421875,199.52999877929688,3567904,1536190,2456430,20754338
