Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Datetime,,,,,,,,,,,,,,,
2026-03-09 13:30:00+00:00,255.7100067138672,296.7550048828125,405.07000732421875,257.0198974609375,298.2698974609375,408.5,253.6804962158203,293.989990234375,403.5,255.69000244140625,294.1400146484375,404.9150085449219,7181497,4525659,6513502
2026-03-09 14:30:00+00:00,257.7300109863281,299.17999267578125,408.5574951171875,257.8800048828125,299.70001220703125,409.1700134277344,255.6300048828125,296.70001220703125,404.6300048828125,255.66000366210938,296.7300109863281,405.05499267578125,3727402,2078179,3669988
2026-03-09 15:30:00+00:00,257.57000732421875,300.5199890136719,406.88238525390625,258.2699890136719,301.0899963378906,409.0448913574219,257.1499938964844,298.6600036621094,406.80999755859375,257.7200012207031,299.15020751953125,408.56500244140625,3050497,1625634,2753672
2026-03-09 16:30:00+00:00,256.6300048828125,300.44500732421875,405.17498779296875,258.0899963378906,301.6600036621094,407.79998779296875,256.5400085449219,299.8299865722656,405.04998779296875,257.5799865722656,300.6199951171875,406.94000244140625,2401092,1380232,2001830
2026-03-09 17:30:00+00:00,257.1499938964844,300.8599853515625,405.010009765625,257.364990234375,301.6499938964844,405.489990234375,255.9499969482422,300.25,404.45001220703125,256.6499938964844,300.44000244140625,405.1300048828125,2688859,1628456,2235906
2026-03-09 18:30:00+00:00,259.4800109863281,304.7550048828125,407.8900146484375,259.57000732421875,304.8349914550781,407.927001953125,256.5199890136719,300.7900085449219,404.3999938964844,257.1317138671875,300.79998779296875,404.9700012207031,4105990,2522692,2685957
2026-03-09 19:30:00+00:00,259.8900146484375,306.0199890136719,409.45001220703125,261.1499938964844,306.5,410.2099914550781,259.010009765625,304.20001220703125,406.8699951171875,259.4599914550781,304.760009765625,407.885009765625,4821540,3152870,3249632
2026-03-10 13:30:00+00:00,259.9700012207031,306.32989501953125,404.4100036621094,260.25,308.2200012207031,410.20001220703125,256.95001220703125,305.30999755859375,402.94000244140625,257.69500732421875,305.875,410.0299987792969,5290551,2830827,7081213
