Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Datetime,,,,,,,,,,,,,,,
2026-02-02 14:30:00+00:00,265.0400085449219,342.4049987792969,427.760009765625,265.25,345.1300048828125,430.7359924316406,259.2049865722656,336.010009765625,424.5199890136719,260.0199890136719,336.5400085449219,430.2550048828125,12724698,4255155,6642750
2026-02-02 15:30:00+00:00,264.29180908203125,342.08929443359375,425.8399963378906,265.3699951171875,343.3955993652344,428.17999267578125,262.30999755859375,340.4549865722656,425.739990234375,265.0350036621094,342.3512878417969,427.7699890136719,4300486,1667631,2917847
2026-02-02 16:30:00+00:00,264.17999267578125,343.1400146484375,424.8999938964844,264.8500061035156,343.2099914550781,426.25,263.80999755859375,341.45001220703125,424.20001220703125,264.2950134277344,342.0400085449219,425.7900085449219,2688303,1108579,3210280
2026-02-02 17:30:00+00:00,265.1300048828125,343.6400146484375,424.8900146484375,265.30999755859375,344.05999755859375,425.69000244140625,263.7799987792969,342.8500061035156,424.3800048828125,264.19000244140625,343.1449890136719,424.8999938964844,2603466,1120850,2194120
2026-02-02 18:30:00+00:00,267.17999267578125,344.0799865722656,423.95001220703125,267.3500061035156,344.9100036621094,425.0799865722656,265.010009765625,343.3800048828125,423.7799987792969,265.1449890136719,343.6199951171875,424.8699951171875,4680086,1079127,2366014
2026-02-02 19:30:00+00:00,268.9800109863281,344.5150146484375,424.2200012207031,269.56988525390625,345.1650085449219,424.9200134277344,266.82000732421875,343.7250061035156,422.25,267.125,344.04998779296875,423.92999267578125,6110168,2024247,3066764
2026-02-02 20:30:00+00:00,269.9599914550781,344.8999938964844,423.30999755859375,270.489990234375,345.0,424.79998779296875,268.8399963378906,344.0249938964844,423.1400146484375,268.9750061035156,344.510009765625,424.2149963378906,6031354,2083528,2808702
2026-02-03 14:30:00+00:00,269.885009765625,344.6083984375,412.30999755859375,271.5799865722656,350.1499938964844,422.010009765625,267.69000244140625,342.1000061035156,412.110107421875,269.1300048828125,349.0,422.010009765625,9032813,4824954,9664099
