Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA
Datetime,,,,,,,,,,,,,,,,,,,,
2025-11-18 14:30:00+00:00,267.6499938964844,282.3299865722656,493.5400085449219,181.85000610351562,270.7049865722656,288.9100036621094,502.9800109863281,184.27000427246094,265.32000732421875,280.07000732421875,492.5,179.64999389648438,269.9150085449219,288.3999938964844,495.0899963378906,183.3300018310547,8219985,5737756,6497012,48839802
2025-11-18 15:30:00+00:00,267.8399963378906,286.8179931640625,492.2300109863281,182.88999938964844,268.1199951171875,286.8179931640625,494.0,183.0800018310547,266.02801513671875,279.010009765625,486.7799987792969,180.17010498046875,267.6650085449219,282.3581848144531,493.5400085449219,181.86000061035156,3521812,2999708,3690111,23708753
2025-11-18 16:30:00+00:00,267.1650085449219,284.8900146484375,488.84991455078125,181.5800018310547,268.3380126953125,287.95001220703125,494.44000244140625,183.7100067138672,267.1400146484375,284.2799987792969,488.6300048828125,181.4344940185547,267.8399963378906,286.7699890136719,492.2049865722656,182.89999389648438,2742457,2383926,2283365,17762717
2025-11-18 17:30:00+00:00,268.45001220703125,288.30999755859375,492.1300048828125,183.6199951171875,268.92999267578125,289.1300048828125,493.3299865722656,184.61000061035156,266.42999267578125,284.1600036621094,487.8999938964844,181.39999389648438,267.1600036621094,284.8550109863281,488.80499267578125,181.57000732421875,2282519,1921670,1607862,14657409
2025-11-18 18:30:00+00:00,268.03448486328125,288.1400146484375,493.0799865722656,183.4499969482422,269.2200012207031,289.43499755859375,493.4700012207031,184.5,267.9599914550781,287.5400085449219,491.6050109863281,183.1300048828125,268.45001220703125,288.3800048828125,492.1600036621094,183.63999938964844,2176560,1664236,1125959,12177112
2025-11-18 19:30:00+00:00,268.28021240234375,287.29998779296875,495.260009765625,182.91000366210938,268.92498779296875,289.30999755859375,495.2699890136719,184.64999389648438,267.67999267578125,286.57000732421875,492.8100891113281,182.39999389648438,268.04998779296875,288.1700134277344,493.1300048828125,183.4698944091797,2115137,1644483,1562396,13305432
2025-11-18 20:30:00+00:00,267.510009765625,284.8999938964844,493.79998779296875,181.3000030517578,268.42999267578125,287.5690002441406,495.7398986816406,183.10000610351562,267.3299865722656,284.7799987792969,493.5,181.19000244140625,268.29998779296875,287.2799987792969,495.260009765625,182.88999938964844,3127789,2126294,2226610,13699922
2025-11-19 14:30:00+00:00,271.8500061035156,301.6672058105469,494.70001220703125,187.6300048828125,272.2099914550781,304.25,495.18719482421875,187.80999755859375,265.5,287.6700134277344,488.95001220703125,183.27999877929688,265.5249938964844,287.739990234375,490.1000061035156,184.8000030517578,6778562,11819531,3013167,38469108
2025-11-19 15:30:00+00:00,269.7300109863281,296.5299987792969,489.1950988769531,185.38999938964844,272.010009765625,301.92999267578125,494.8500061035156,187.85409545898438,269.3200988769531,296.0320129394531,487.8299865722656,184.8699951171875,271.85009765625,301.6099853515625,494.68499755859375,187.63589477539062,2792346,4581886,1780414,21336004
2025-11-19 16:30:00+00:00,270.3999938964844,294.4599914550781,487.3713073730469,184.38999938964844,270.6549987792969,296.7850036621094,489.6099853515625,185.49000549316406,269.5299987792969,293.42999267578125,486.125,183.89039611816406,269.75,296.57000732421875,489.1099853515625,185.3800048828125,2001030,3072589,1456044,15792899
2025-11-19 17:30:00+00:00,270.0299987792969,293.32000732421875,486.20098876953125,184.25999450683594,271.30999755859375,295.2799987792969,487.3999938964844,185.60000610351562,269.6199951171875,292.79998779296875,484.20001220703125,182.83009338378906,270.4599914550781,294.4599914550781,487.3699951171875,184.38490295410156,2049762,2499806,1636881,16969053
2025-11-19 18:30:00+00:00,269.6700134277344,294.1099853515625,484.3399963378906,184.6300048828125,271.010009765625,295.05999755859375,487.32000732421875,185.8800048828125,269.6300048828125,293.05999755859375,484.28009033203125,184.1199951171875,270.010009765625,293.2799987792969,486.1499938964844,184.25,1644126,1705740,1248171,13831848
2025-11-19 19:30:00+00:00,270.0350036621094,295.7200927734375,487.5299987792969,186.7050018310547,270.7349853515625,296.44000244140625,487.8529968261719,187.05999755859375,269.1700134277344,293.4020080566406,482.8299865722656,184.36000061035156,269.6700134277344,294.0299987792969,484.32000732421875,184.6300048828125,2137859,1729934,1613253,17271695
2025-11-19 20:30:00+00:00,268.57000732421875,293.0,486.9800109863281,186.69180297851562,270.3299865722656,296.57501220703125,488.6300048828125,187.3459014892578,268.1400146484375,292.9800109863281,485.7699890136719,185.75,270.0,295.760009765625,487.510009765625,186.71499633789062,3516625,3477767,1871706,16630438
2025-11-20 14:30:00+00:00,273.9049987792969,304.82000732421875,492.80999755859375,193.9199981689453,275.42999267578125,305.5400085449219,493.57000732421875,196.0,270.80999755859375,300.1900939941406,489.79998779296875,192.2899932861328,270.80999755859375,304.6700134277344,492.7099914550781,195.9499969482422,7869887,7757273,3562081,62106291
2025-11-20 15:30:00+00:00,271.7799987792969,300.2799987792969,486.6700134277344,189.75999450683594,274.7300109863281,306.8900146484375,493.1099853515625,194.64999389648438,271.6199951171875,299.9247131347656,485.9599914550781,188.49000549316406,273.9100036621094,304.80999755859375,492.82000732421875,193.91000366210938,2856925,3630221,1967094,34578314
2025-11-20 16:30:00+00:00,268.94000244140625,295.2699890136719,481.7699890136719,183.68519592285156,271.7799987792969,300.5,487.1449890136719,189.9499053955078,268.04998779296875,293.32501220703125,480.3599853515625,182.35000610351562,271.7799987792969,300.1499938964844,486.6000061035156,189.7301025390625,4056106,3672872,2294172,45694421
2025-11-20 17:30:00+00:00,268.80999755859375,295.6199951171875,482.0,184.50999450683594,269.25,296.79998779296875,483.3699951171875,185.8800048828125,267.0201110839844,291.6000061035156,479.19000244140625,181.77999877929688,268.8699951171875,295.19000244140625,481.7900085449219,183.685302734375,2981937,2720625,1790301,28824890
2025-11-20 18:30:00+00:00,267.7950134277344,292.7850036621094,479.94500732421875,182.72000122070312,268.92999267578125,296.0190124511719,482.3500061035156,184.8699951171875,266.3599853515625,290.9200134277344,478.2900085449219,180.9499969482422,268.7900085449219,295.57000732421875,481.8999938964844,184.5,2392389,2175912,1377606,22398571
2025-11-20 19:30:00+00:00,267.32000732421875,292.04998779296875,478.9800109863281,182.3800048828125,267.9100036621094,293.5466003417969,480.6000061035156,183.75,267.0,291.2099914550781,478.3299865722656,181.3699951171875,267.7799987792969,292.6700134277344,479.9100036621094,182.7100067138672,2094448,1586231,1513301,19768242
