Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Datetime,,,,,,,,,,,,,,,
2026-01-16 14:30:00+00:00,256.80999755859375,329.9952087402344,459.760009765625,258.8999938964844,334.510009765625,460.3599853515625,256.4601135253906,329.8399963378906,456.4800109863281,258.20001220703125,333.7619934082031,457.20001220703125,11278805,4616237,6417851
2026-01-16 15:30:00+00:00,256.4399108886719,330.3500061035156,459.82000732421875,256.9200134277344,330.67999267578125,460.0299987792969,256.05999755859375,329.45001220703125,457.9800109863281,256.80999755859375,329.9800109863281,459.7560119628906,2790833,1341990,1417223
2026-01-16 16:30:00+00:00,255.8300018310547,330.2300109863281,460.6099853515625,256.6300048828125,331.260009765625,462.29998779296875,255.82000732421875,330.0899963378906,459.7149963378906,256.426513671875,330.3500061035156,459.8500061035156,2796717,859681,1648664
2026-01-16 17:30:00+00:00,256.0299987792969,330.0199890136719,462.5199890136719,256.08990478515625,330.45001220703125,462.9200134277344,254.92999267578125,328.1700134277344,460.1199951171875,255.8300018310547,330.20001220703125,460.6099853515625,3606144,1197049,1219088
2026-01-16 18:30:00+00:00,256.0,329.8900146484375,461.9599914550781,257.1499938964844,330.1700134277344,463.19000244140625,255.9149932861328,329.05999755859375,461.3800048828125,256.0299987792969,330.0260009765625,462.489990234375,2811980,804026,1110925
2026-01-16 19:30:00+00:00,256.17999267578125,330.1300048828125,461.2101135253906,256.9700012207031,330.6199951171875,462.7300109863281,255.94000244140625,329.73748779296875,461.07501220703125,256.0,329.8699951171875,461.94000244140625,2648818,738288,2698214
2026-01-16 20:30:00+00:00,255.47999572753906,330.42999267578125,459.8699951171875,256.4725036621094,330.6700134277344,461.5599060058594,255.1300048828125,329.4700012207031,459.4200134277344,256.1700134277344,330.1099853515625,461.19000244140625,3511559,1322471,6609817
2026-01-20 14:30:00+00:00,251.61570739746094,324.7900085449219,453.25,254.7899932861328,325.69000244140625,454.6000061035156,250.85000610351562,320.8900146484375,449.2799987792969,252.50999450683594,321.3999938964844,451.42999267578125,9087553,4146937,4942848
