Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Datetime,,,,,,,,,,,,,,,
2026-03-16 13:30:00+00:00,253.2357940673828,304.310302734375,397.3240051269531,253.58999633789062,305.57000732421875,398.1400146484375,249.91000366210938,302.4849853515625,394.7900085449219,252.10499572753906,303.5,397.94500732421875,4604631,2549254,4155673
2026-03-16 14:30:00+00:00,253.01499938964844,302.9798889160156,397.70989990234375,253.88499450683594,304.3399963378906,398.07989501953125,252.9199981689453,302.20001220703125,396.1499938964844,253.22000122070312,304.3349914550781,397.3299865722656,2784630,1156989,1967569
2026-03-16 15:30:00+00:00,252.36500549316406,302.0,397.9800109863281,253.5399932861328,303.3475036621094,399.6098937988281,252.20010375976562,301.80999755859375,397.6700134277344,253.00999450683594,303.1099853515625,397.69500732421875,1738509,739732,1655427
2026-03-16 16:30:00+00:00,252.92999267578125,303.32000732421875,398.81500244140625,253.3300018310547,303.67999267578125,399.5150146484375,252.1999969482422,301.8900146484375,397.6300048828125,252.35000610351562,302.0199890136719,397.9200134277344,1437485,768318,1776957
2026-03-16 17:30:00+00:00,252.9199981689453,303.70001220703125,398.8999938964844,253.05999755859375,303.9599914550781,399.510009765625,252.1300048828125,303.03948974609375,397.6650085449219,252.94000244140625,303.3450012207031,398.81500244140625,1544256,656468,1550679
2026-03-16 18:30:00+00:00,252.86199951171875,304.94000244140625,399.8450012207031,253.44000244140625,305.0299987792969,400.6300048828125,252.27000427246094,303.614990234375,398.69000244140625,252.9219970703125,303.67498779296875,398.9200134277344,1954982,995230,2222560
2026-03-16 19:30:00+00:00,252.77999877929688,304.42999267578125,399.9599914550781,253.05999755859375,305.05999755859375,400.04998779296875,252.11000061035156,303.8999938964844,398.760009765625,252.83999633789062,304.8949890136719,399.80999755859375,2287594,4746102,7685998
2026-03-17 13:30:00+00:00,254.44000244140625,305.93499755859375,400.375,255.0749969482422,306.3999938964844,404.3999938964844,252.17999267578125,304.3699951171875,398.7799987792969,253.07850646972656,304.6499938964844,400.135009765625,3494086,1699887,3485397
