Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA
Datetime,,,,,,,,,,,,,,,,,,,,
2025-11-10 14:30:00+00:00,271.85699462890625,288.7200012207031,504.5,196.6199951171875,273.7300109863281,290.42999267578125,506.489990234375,197.0500030517578,268.95001220703125,283.5400085449219,498.79998779296875,193.9199981689453,268.95001220703125,285.2099914550781,499.8500061035156,195.11000061035156,7030981,4164797,3813082,38233320
2025-11-10 15:30:00+00:00,269.06640625,286.96551513671875,502.07501220703125,194.12179565429688,271.989990234375,289.2698974609375,504.6700134277344,197.6699981689453,269.04998779296875,286.19000244140625,501.5799865722656,194.02999877929688,271.8299865722656,288.7049865722656,504.5,196.6199951171875,3083676,1570763,1363021,23017353
2025-11-10 16:30:00+00:00,269.0799865722656,287.30999755859375,501.3349914550781,195.8656005859375,269.7587890625,287.5799865722656,502.2098083496094,196.1199951171875,268.489990234375,286.2001037597656,499.989990234375,193.7899932861328,269.0400085449219,286.94500732421875,502.07501220703125,194.1199951171875,2346213,892605,1363650,13943848
2025-11-10 17:30:00+00:00,269.7300109863281,288.8399963378906,504.47198486328125,196.71180725097656,270.2300109863281,289.3299865722656,504.73431396484375,197.2689971923828,269.010009765625,287.260009765625,501.29998779296875,195.860107421875,269.07000732421875,287.3399963378906,501.3714904785156,195.88499450683594,1807442,743976,1000194,10659812
2025-11-10 18:30:00+00:00,269.6600036621094,291.1000061035156,504.80010986328125,197.9199981689453,270.3077087402344,291.42999267578125,505.92999267578125,198.0800018310547,267.4549865722656,288.8500061035156,503.9599914550781,196.5850067138672,269.7099914550781,288.8699951171875,504.510009765625,196.72500610351562,3188667,1315791,1033927,13268511
2025-11-10 19:30:00+00:00,269.11859130859375,290.55999755859375,505.80999755859375,198.74000549316406,269.80999755859375,291.4595031738281,506.7699890136719,198.9199981689453,269.04998779296875,290.4200134277344,504.8299865722656,197.68499755859375,269.6300048828125,291.0899963378906,504.8500061035156,197.9138946533203,2248210,1095959,1169626,14263479
2025-11-10 20:30:00+00:00,269.3599853515625,290.5899963378906,506.0,199.0399932861328,269.6000061035156,291.2388000488281,506.7099914550781,199.94000244140625,268.760009765625,290.42999267578125,505.0199890136719,198.6300048828125,269.1000061035156,290.5400085449219,505.80999755859375,198.73500061035156,2892894,1716713,10316610,16182022
2025-11-11 14:30:00+00:00,274.1000061035156,289.4599914550781,504.7294921875,192.52999877929688,274.739990234375,291.6940002441406,506.20001220703125,195.4199981689453,269.79998779296875,287.8800048828125,502.6000061035156,192.08999633789062,269.80999755859375,288.20001220703125,504.79998779296875,195.15499877929688,9244708,2757570,1795578,37526712
2025-11-11 15:30:00+00:00,272.5,289.1499938964844,503.45001220703125,192.375,274.3460998535156,290.3550109863281,504.82000732421875,193.28990173339844,272.42999267578125,288.7900085449219,502.3487854003906,191.55999755859375,274.1000061035156,289.4049987792969,504.7200012207031,192.5399932861328,3452496,975039,1090927,18843337
2025-11-11 16:30:00+00:00,273.31500244140625,290.0199890136719,504.70001220703125,192.4199981689453,273.614990234375,290.6000061035156,505.44000244140625,193.22000122070312,271.7799987792969,288.7699890136719,502.95001220703125,191.3000030517578,272.510009765625,289.17999267578125,503.45001220703125,192.3800048828125,2525614,831517,681031,15368429
2025-11-11 17:30:00+00:00,274.4800109863281,289.7900085449219,506.6300048828125,193.64999389648438,274.70001220703125,290.20001220703125,506.7900085449219,193.97000122070312,273.0299987792969,289.2699890136719,504.3399963378906,192.27499389648438,273.3299865722656,290.0299987792969,504.7049865722656,192.4149932861328,2634766,614277,662169,12973699
2025-11-11 18:30:00+00:00,275.32000732421875,290.5899963378906,509.159912109375,193.97509765625,275.6600036621094,291.69000244140625,509.2013854980469,194.6300048828125,274.1600036621094,289.4200134277344,506.6116943359375,193.13499450683594,274.489990234375,289.79998779296875,506.70001220703125,193.66000366210938,3455305,1003383,1020976,12912352
2025-11-11 19:30:00+00:00,275.25,291.2099914550781,508.9200134277344,194.10499572753906,275.760009765625,291.3399963378906,509.55999755859375,194.33990478515625,275.04998779296875,290.5299987792969,508.6400146484375,193.55999755859375,275.3299865722656,290.5899963378906,509.1499938964844,193.97979736328125,2653431,756962,875916,9579599
2025-11-11 20:30:00+00:00,275.29998779296875,291.7099914550781,508.82000732421875,193.22999572753906,275.8450012207031,292.3399963378906,509.6000061035156,194.3000030517578,274.79998779296875,291.080810546875,508.0299987792969,192.8300018310547,275.239990234375,291.2300109863281,508.9100036621094,194.10499572753906,4039713,1643758,1463118,10665446
2025-11-12 14:30:00+00:00,272.94000244140625,287.5199890136719,505.69500732421875,192.69000244140625,275.239990234375,292.2699890136719,509.25,195.88999938964844,271.8699951171875,286.20001220703125,504.75,191.59010314941406,275.07501220703125,292.1700134277344,509.05999755859375,195.69500732421875,10718425,3474571,3026898,32595058
2025-11-12 15:30:00+00:00,274.6000061035156,285.9700012207031,501.7049865722656,193.10000610351562,274.6099853515625,287.6499938964844,505.760009765625,193.1470947265625,272.54998779296875,284.3800048828125,499.75,191.4600067138672,272.9100036621094,287.5,505.7049865722656,192.69000244140625,3328165,1778598,2115827,16898205
2025-11-12 16:30:00+00:00,274.3900146484375,286.4205017089844,501.9100036621094,192.0500030517578,274.8500061035156,286.5199890136719,502.5299987792969,193.55999755859375,273.7250061035156,284.45001220703125,499.1200866699219,191.6699981689453,274.5899963378906,285.9700012207031,501.69000244140625,193.0850067138672,2104341,1136343,1543142,13500602
2025-11-12 17:30:00+00:00,274.9800109863281,286.8399963378906,508.2300109863281,192.6300048828125,275.1400146484375,287.3999938964844,508.5,193.11500549316406,274.1199951171875,286.0,501.75,191.75999450683594,274.3800048828125,286.42498779296875,501.9100036621094,192.0399932861328,1642127,909402,1973662,10499784
2025-11-12 18:30:00+00:00,274.45001220703125,286.6026916503906,509.510009765625,192.12989807128906,275.7300109863281,287.1300048828125,510.07000732421875,193.26589965820312,274.42999267578125,286.2950134277344,507.8500061035156,192.02000427246094,274.989990234375,286.8399963378906,508.239990234375,192.6082000732422,2013567,700361,1361268,9617343
2025-11-12 19:30:00+00:00,274.04998779296875,287.20001220703125,510.80499267578125,192.41000366210938,274.69000244140625,287.2460021972656,511.4700012207031,192.47999572753906,273.5,286.30999755859375,509.44000244140625,191.1300048828125,274.45001220703125,286.625,509.5400085449219,192.1300048828125,2059500,802366,1661864,10740232
